SV,UMV,LMV,X/T_WV,FL_WV,PHV,THV,THSKV,THSGIV,THSGIHV,GIHV,SSSVStatus,TxA,B Annulus, Natural Flowing,Communication,Complex vs Satellite,Conductor Vibration, Ship Lane Hazard, Structure Problem,Resort Proximity,H2S PPM, BOPD Impact,G.Gas  MMSCFD,RISK Category
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,1,N,NT,,,,,N,180,,188,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,2,N,NT,,,,,N,250,,517.5,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,3,N,NT,,,,,N,180,,369.8,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,4,N,NT,,,,,N,350,,453,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,5,N,NT,,,,,N,1000,,583.8,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,6,N,NT,,,,,N,N/A,,126,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,7,N,NT,,,,,N,35,,79,Cat 3
NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,8,N,NT,,,,,N,45,,123,Cat 3
H,H,H,NA,H,L,L,NA,H,H,H,NT,,NT,N,NT,,,,,N,70,,12.5,Cat 5
H,H,H,NA,H,L,L,H,H,NA,H,NT,,NT,N,NT,,,,,N,80,,99.36,Cat 5
H,P,H,L,H,H,H,NT,L,NA,L,NT,,0,N,NT,,N,N,,N,105,,16.98,Cat 5
L,H,H,H,H,L,I,H,H,NA,H,P,N,0,Y,N,,,,,N,400,,583,Cat 3
H,H,H,H,H,H,I,H,NT,H,H,H,N,NA,N,N,,,,,N,800,,280,Cat 5
H,L,H,NA,H,L,I,H,H,H,H,H,N,NT,N,N,,N,N,,N,600,,135,Cat 5
L,H,H,NA,H,L,I,NT,NT,NA,I,H,N,NA,N,N,,,,,N,0,,40.04,Cat 5
H,H,H,H,L,L,L,NA,NT,NT,NT,NT,,NA,Y,NT,,,,,N,250,,497,Cat 2
H,L,H,NA,L,L,L,H,NT,NT,NT,NT,,NA,N,NT,,,,,N,300,,181,Cat 3
H,P,H,P,H,ST.OP,ST.OP,NA,H,P,NT,NT,Y,NT,N,Y,,,,,N,250,,317,Cat 3
L,H,L,L,H,H,NA,NT,NT,H,H,H,,NT,N,NT,,Y,,,N,150,,296,Cat 4
H,H,L,NA,I,I,I,H,NT,I,I,H,N,NT,Y,N,,,,,,250,,288.12,Cat 3
P,H,H,NA,L,H,NA,NT,H,H,H,H,Y,NT,N,Y,,,,,,400,,75,Cat 5
H,H,NT,NA,ST.OP,H,NA,L,H,H,H,NT,Y,NT,Y,Y,,Y,,,,250,,554.1,Cat 1
L,NA,L,NA,NT,NT,NT,NT,NT,NT,NA,NT,,NT,N,NT,,,,,,240,,93.2,Cat 3
L,H,L,H,H,H,I,H,L,H,H,H,,NT,N,NT,,,,,,370,,209,Cat 4
H,H,H,ST.OP,L,H,NA,H,ST.OP,ST.OP,H,ST.OP,N,NT,N,N,,,,,,300,,248,Cat 4
H,H,H,H,L,I,I,NT,NT,NT,I,H,Y,,Y,Y,,,,,,280,,32,Cat 3
H,H,L,H,H,H,NA,NT,H,H,H,H,N,NT,N,N,,,,,,800,,190,Cat 4
H,H,H,H,H,H,I,L,NT,NA,L,H,,0,N,NT,,,,,N,150,,563,Cat 4
H,H,H,L,H,L,I,H,H,NA,H,P,N,NA,N,N,,,,,N,170,,254,Cat 4
H,P,L,H,L,H,I,H,H,NA,H,H,,NA,N,NT,,,,,N,180,,106,Cat 4
H,H,H,H,H,NT,I,H,H,NA,ST.OP,H,,NA,N,NT,,,,,N,200,,665,Cat 4
H,P,P,I,I,I,I,NT,NT,NA,NA,ST.OP,,NA,N,NT,,,,,N,50,,336.6,Cat 4
P,H,H,L,H,H,L,P,NT,NT,ST.OP,L,,NA,N,NT,C,N,Y,,N,15,,78,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,St.OP,Y,NA,N,Y,C,N,Y,,N,20,,258,Cat 4
H,H,H,H,H,H,H,H,H,L,L,H,Y,NA,N,Y,C,N,Y,,N,25,,233,Cat 4
ST.OP,L,H,H,L,L,L,H,NT,H,H,L,Y,NA,N,Y,C,,Y,,N,20,,88,Cat 3
H,H,H,L,ST.OP,H,H,H,H,NT,H,H,N,0,N,N,C,N,Y,,N,100,,110,Cat 4
L,H,H,H,L,H,H,H,H,H,H,H,Y,0,N,Y,C,N,Y,,N,40,,1456,Cat 4
H,H,H,H,H,H,H,NT,NT,L,L,H,Y,0,N,Y,C,,Y,,N,15,,386,Cat 4
H,L,ST.OP,H,NA,H,H,L,H,L,H,H,N,NA,N,N,C,,Y,,N,20,,442,Cat 3
H,H,H,H,H,H,NA,H,H,H,H,H,N,200,Y,N,,,Y,,N,6,,1085,Cat 3
H,H,H,H,H,H,NA,H,NT,H,H,H,Y,0,N,Y,,N,Y,,N,30,,12,Cat 5
H,H,H,H,H,H,NA,H,H,H,ST.OP,H,N,0,Y,N,,,Y,,N,50,,132,Cat 3
H,H,H,H,H,L,H,H,NT,H,H,H,N,NA,N,N,,N,Y,,N,8,,350,Cat 5
H,H,H,H,H,H,H,L,H,H,H,ST.OP,N,NT,N,N,,,Y,,N,5,,12,Cat 5
H,H,H,H,H,H,H,L,H,H,H,H,N,0,N,N,,N,Y,,N,6,,140,Cat 5
H,H,H,H,H,H,H,L,H,H,H,ST.OP,N,0,N,N,,,Y,,N,3,,209,Cat 4
H,H,H,H,H,H,H,H,H,L,H,H,N,NA,Y,N,,,Y,,N,3,,663,Cat 3
H,H,H,H,H,I,I,H,H,H,H,H,N,0,Y,N,,N,Y,,N,100,,563,Cat 3
H,H,H,H,L,H,H,H,H,H,H,H,N,0,N,N,,N,Y,,N,2,,360,Cat 5
H,H,L,H,NA,L,NT,H,H,H,H,St.OP,N,NA,N,N,,N,Y,,N,3,,109.5,Cat 4
H,H,H,H,H,H,H,H,H,H,H,H,N,0,N,N,,,Y,,N,0,,756,Cat 5
H,H,H,H,P,H,H,H,H,H,H,H,N,105,N,N,,N,Y,,N,8,,420,Cat 5
H,H,P,H,NA,I,L,L,L,L,H,H,N,0,Y,N,,N,Y,,N,8,,706,Cat 3
H,H,H,H,H,H,H,H,NT,NT,ST.OP,H,N,0,N,N,,,Y,,N,10,,616,Cat 4
H,H,H,H,H,ST.OP,I,H,H,L,H,H,N,NT,N,N,,,Y,,N,5,,140,Cat 4
H,H,H,H,H,ST.OP,I,H,H,H,H,H,N,NT,N,N,,,Y,,N,5,,120,Cat 5
H,H,H,H,H,NT,NA,H,NT,NT,L,H,N,0,N,N,,Y,Y,,N,10,,75,Cat 5
H,H,H,H,H,L,NA,H,H,H,H,H,N,NA,Y,N,,N,Y,,N,8,,325,Cat 3
H,H,H,H,H,H,NA,H,H,H,H,H,N,0,Y,N,,N,Y,,N,N/A,,911,Cat 3
H,H,H,H,H,H,H,L,H,H,H,H,Y,0,N,Y,,N,Y,,N,50,,426,Cat 4
H,H,H,H,L,NT,I,H,I,NA,NA,NT,Y,0,Y,Y,,Y,Y,,N,35,,0,Cat 3
H,H,H,H,H,H,H,H,NT,H,H,H,N,0,Y,N,,,Y,,N,40,,66,Cat 3
H,ST.OP,H,H,H,L,I,NT,H,NA,I,H,,NT,Y,NT,,,,,,15,,0,Cat 3
H,H,H,H,H,NT,I,H,H,L,ST.OP,ST.OP,N,NT,N,N,,,,,,40,,42,Cat 5
H,H,H,H,H,H,H,H,H,H,H,H,N,215,Y,N,,N,Y,,N,3,,131,Cat 3
L,H,H,L,H,L,I,H,H,L,H,ST.OP,N,NA,N,N,,,Y,,N,25,,72,Cat 5
H,H,H,H,H,L,I,H,NT,H,H,H,N,790,Y,N,,N,Y,,N,15,,180,Cat 3
H,H,H,H,L,L,I,H,H,H,H,ST.OP,Y,NA,N,Y,,N,Y,,N,10,,120,Cat 4
H,H,H,H,H,H,I,H,H,H,H,H,Y,0,Y,N,,N,Y,,N,N/A,,3500,Cat 3
L,H,P,NA,H,NT,I,H,H,H,H,ST.OP,Y,NT,Y,Y,,,Y,,N,16,,115,Cat 3
H,L,L,L,H,NT,NA,H,H,H,H,H,Y,0,N,Y,,N,Y,,N,25,,243.6,Cat 4
L,H,H,L,H,L,L,H,NT,NT,NT,NT,Y,NT,Y,Y,,,Y,,N,16,,11.2,Cat 3
P,H,L,H,H,L,I,L,NT,I,I,H,N,30,N,N,,N,N,,N,0,,96,Cat 5
H,H,H,H,H,H,I,H,H,I,I,H,N,0,Y,N,,N,N,,N,0,,429,Cat 3
H,ST.OP,H,H,H,H,I,NT,NT,I,I,H,N,850,Y,N,,N,N,,N,0,,735,Cat 3
H,H,H,H,H,ST.OP,NT,NT,NT,H,H,L,,NT,N,NT,,,N,,N,20,,70,Cat 5
H,H,H,H,H,NT,NT,H,H,H,H,H,,NT,N,NT,,,N,,N,15,,48,Cat 5
H,H,H,H,H,L,L,H,H,L,H,H,,0,N,NT,,,N,,N,10,,350,Cat 4
H,H,H,L,L,L,NT,H,NT,NT,L,H,,0,N,NT,,,N,,N,10,,326,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,,0,N,NT,,,N,,N,25,,100,Cat 5
H,H,H,H,H,H,L,H,H,NA,H,H,N,0,N,N,,Y,N,,N,6,,360,Cat 4
H,H,H,H,H,H,L,H,H,NA,H,H,,800,N,NT,,N,N,,N,5,,220,Cat 4
H,H,H,H,H,H,L,H,L,NT,H,H,N,0,Y,N,,,N,,N,20,,383,Cat 3
H,H,H,L,H,H,L,L,H,NT,H,H,Y,0,N,Y,,Y,N,,N,5,,83,Cat 5
L,H,H,NA,L,H,H,H,H,NA,H,ST.OP,Y,NA,N,Y,,Y,N,,N,12,,372,Cat 3
H,H,H,H,H,L,H,H,H,NA,H,H,N,0,N,N,,N,N,,N,5,,609,Cat 5
H,H,P,H,L,H,I,H,H,NA,H,H,Y,0,N,Y,,Y,N,,N,60,,170,Cat 4
H,H,H,L,NA,H,H,H,H,NA,H,H,N,0,Y,N,,,N,,N,65,,783,Cat 3
H,H,H,H,L,L,L,H,H,H,H,H,Y,NA,N,Y,,N,N,,N,8,,621,Cat 4
H,H,H,H,H,H,H,H,H,NT,H,H,Y,NA,N,Y,,N,N,,N,15,,400,Cat 4
H,H,H,NA,H,H,NT,H,H,L,H,H,N,0,N,N,,N,N,,N,30,,20,Cat 5
H,H,H,NA,H,H,H,H,H,I,I,H,N,0,Y,N,,N,N,,N,15,,97,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,Y,N,,N,N,,N,2,,3188,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,820,Y,N,,N,N,,N,5,,2961,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,Y,N,,N,N,,N,10,,48,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,N,0,N,N,,N,N,,N,4,,184,Cat 4
H,H,H,H,L,H,H,H,H,H,H,H,N,0,Y,N,,N,N,,N,8,,422,Cat 3
H,H,H,NA,H,L,L,L,NT,NT,L,H,N,0,Y,N,,N,N,,N,6,,280,Cat 3
H,H,H,H,H,I,I,H,H,NA,I,P,,0,N,NT,,,N,,N,15,,96.25,Cat 5
H,H,H,L,L,I,I,H,H,NA,I,H,N,NT,N,N,,,N,,N,20,,11.6,Cat 5
H,H,H,H,H,NA,NA,H,NT,H,I,P,,0,N,NT,,N,N,,N,10,,81,Cat 5
H,H,H,P,H,I,I,H,H,NA,I,P,,NA,N,NT,,,N,,N,14,,74,Cat 5
L,H,L,H,H,L,H,H,H,L,L,ST.OP,Y,25,N,Y,C,N,N,,N,10,,353,Cat 3
H,H,H,H,H,L,L,H,NT,NT,H,ST.OP,N,380,N,N,C,N,N,,N,6,,530,Cat 4
P,L,H,P,H,H,H,H,NT,H,H,H,Y,0,Y,Y,C,N,N,,N,10,,243,Cat 3
H,H,H,H,H,L,H,H,H,NA,H,H,N,N/A,Y,N,C,N,N,,N,8,,987,Cat 3
H,H,H,H,H,H,H,L,H,H,H,P,Y,0,Y,Y,C,N,N,,N,10,,337,Cat 3
L,H,P,NA,H,H,H,H,H,L,H,P,N,NA,N,N,C,N,N,,N,20,,239,Cat 4
H,H,H,H,H,H,H,L,H,H,H,ST.OP,Y,0,N,Y,C,N,N,,N,5,,254,Cat 4
H,H,L,L,L,H,H,H,H,L,H,H,Y,20,N,Y,C,N,N,,N,15,,153,Cat 4
H,H,H,H,H,L,L,NT,H,L,H,H,N,700,N,N,C,N,N,,N,15,,347,Cat 4
P,H,NT,H,H,H,H,NT,NT,H,H,NT,N,0,N,N,C,N,N,,N,55,,258,Cat 4
H,H,H,H,H,H,L,H,H,L,H,H,Y,430,N,Y,C,N,N,,N,10,,48,Cat 5
H,H,H,H,H,H,H,L,NT,H,H,H,N,130,N,N,C,N,N,,N,20,,219,Cat 4
H,H,H,H,H,L,H,H,H,L,H,ST.OP,N,0,N,N,C,N,N,,N,15,,163,Cat 4
H,H,H,H,H,H,I,H,H,L,H,H,N,NT,Y,N,,N,N,,,N/A,,100,Cat 3
H,H,H,NT,NT,I,I,NT,NT,NT,NA,H,,NT,N,NT,,N,N,,N,N/A,,0,Cat 5
H,H,H,H,H,NT,I,H,NT,L,H,H,N,0,Y,N,,N,N,,,10,,332,Cat 3
H,H,H,H,H,H,H,H,ST.OP,L,H,L,N,NA,N,N,,N,N,,N,4,,470,Cat 4
H,H,H,H,H,L,L,H,NT,H,H,H,Y,NA,N,Y,,Y,N,,N,12,,120,Cat 4
H,H,H,H,H,L,L,H,NT,H,H,H,N,NA,N,N,,N,N,,N,8,,320,Cat 5
H,H,H,H,H,L,L,H,NT,H,H,H,N,0,Y,N,,N,N,,N,70,,2.85,Cat 3
H,H,H,H,H,L,L,H,H,L,H,H,N,NA,N,N,,N,N,,N,4,,392,Cat 4
H,H,H,L,H,H,H,H,NT,H,H,H,N,NA,N,N,,N,N,,N,8,,300,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,H,Y,NA,N,Y,,N,N,,N,8,,140,Cat 4
L,H,L,L,H,H,H,H,NT,H,H,H,Y,NA,N,Y,,N,N,,N,3,,884,Cat 4
H,H,L,L,H,L,H,H,H,L,H,H,N,NA,N,N,,N,N,,N,6,,68,Cat 5
H,H,H,H,H,H,H,P,H,H,H,H,Y,20,N,Y,,,,,N,5,,44,Cat 5
H,H,H,H,H,L,L,H,H,H,H,L,Y,0,N,Y,,N,N,,N,12,,420,Cat 4
H,H,H,H,H,L,L,H,NT,NT,ST.OP,H,Y,NT,N,Y,,,,,N,0,,170,Cat 4
H,H,H,H,H,L,L,H,H,L,H,H,N,0,N,N,,,,,N,0,,68,Cat 5
H,L,H,L,NA,L,L,H,H,H,H,L,Y,0,N,Y,,N,N,,N,3,,292,Cat 3
H,H,H,H,NA,H,H,NT,H,H,H,H,Y,100,N,Y,,N,N,,N,0,,200,Cat 4
H,H,H,I,NA,NA,NA,NT,NT,NA,NA,H,,100,N,NT,,N,N,,N,10,,303,Cat 4
H,H,H,H,H,L,H,H,H,H,H,H,,0,N,NT,,,,,N,5,,279,Cat 5
H,H,H,H,H,L,H,H,H,L,H,H,,0,N,NT,,,,,N,5,,713,Cat 4
L,H,L,H,L,L,H,H,H,L,H,L,,0,N,NT,,N,N,,N,5,,550,Cat 4
H,H,H,L,NA,L,H,H,H,H,H,L,Y,0,N,Y,,,,,N,3,,833,Cat 4
H,H,H,H,NA,L,H,H,NT,H,H,H,N,0,N,N,,,,,N,3,,186,Cat 5
H,H,H,H,H,L,H,H,H,H,H,H,N,0,N,N,,,,,N,5,,173,Cat 5
H,H,L,L,NA,H,H,H,H,H,H,H,N,1360,N,N,,N,N,,N,2,,1068,Cat 5
H,H,L,H,NA,L,L,H,H,L,H,L,Y,0,N,Y,,,,,N,10,,160,Cat 3
H,H,L,H,H,L,H,H,NT,H,H,H,,0,N,NT,,N,N,,N,4,,532,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,H,N,0,N,N,,,,,N,3,,60,Cat 5
P,H,H,H,H,L,L,H,NT,I,I,H,Y,0,N,Y,,,,,N,15,,61,Cat 5
H,L,H,NT,NA,NA,NA,H,NT,NT,NA,H,Y,NA,Y,Y,,,,,N,N/A,,72,Cat 3
H,H,H,L,H,H,L,P,H,H,H,H,Y,,N,Y,,,,,,0,,200,Cat 4
H,P,H,P,I,I,I,NT,I,I,I,ST.CL,,0,Y,NT,,,,,N,N/A,,100,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,,NA,Y,NT,,,,,N,5,,700,Cat 3
H,H,H,L,NA,H,H,P,H,H,H,H,,30,Y,NT,,N,N,,N,2,,340,Cat 3
L,L,L,NT,NT,L,L,H,H,H,L,H,,0,N,NT,,N,N,,N,6,,418,Cat 3
H,L,P,L,H,L,NA,H,L,L,H,H,Y,260,N,Y,,,,,N,1,,810,Cat 3
H,H,L,L,L,H,NA,NT,NT,H,H,H,Y,390,N,Y,,N,N,,N,3,,1265,Cat 4
H,H,H,H,H,L,NA,H,NT,H,H,H,Y,0,N,Y,,N,N,,N,3,,675,Cat 4
H,H,L,L,H,L,NA,H,H,L,H,H,N,30,N,N,,N,N,,N,0,,23,Cat 5
H,ST.OP,H,H,H,H,NA,H,H,H,H,H,N,0,N,N,,N,N,,N,0,,140,Cat 4
L,H,H,H,H,ST.OP,NA,H,H,L,H,H,N,0,N,N,,,,,N,0,,50,Cat 5
H,P,ST.OP,H,NA,H,H,NT,NT,H,H,H,,0,N,NT,,,,,N,0,,100,Cat 4
H,H,H,L,L,H,H,H,H,H,H,H,N,2020,Y,N,,N,N,,N,0,,275,Cat 3
H,L,L,NT,NT,L,L,H,H,L,H,H,N,0,N,N,,N,N,,N,2,,540,Cat 3
H,L,L,NT,NT,L,L,H,H,H,H,H,,0,N,NT,,N,N,,N,5,,80,Cat 5
H,H,H,H,NA,L,L,H,H,H,H,H,,20,N,NT,,,,,N,6,,126,Cat 5
H,H,H,I,I,I,I,NT,H,I,I,H,,720,N,NT,,N,N,,N,0,,111,Cat 5
H,H,H,H,H,L,L,NT,H,H,H,H,,0,Y,NT,,N,N,,N,5,,691,Cat 3
H,H,H,NA,NT,NT,I,NT,NT,I,I,ST.CL,,100,Y,NT,,N,N,,N,3,,388,Cat 3
NT,NT,NT,NA,NT,NT,I,NT,NT,I,H,NA,,,N,NT,,,,,N,8,,388,Cat 3
H,H,P,NA,NT,I,I,NT,NT,I,I,H,,NA,Y,NT,,,,,N,3,,388,Cat 3
L,H,H,NA,NT,I,I,NT,NT,I,I,NA,,,N,NT,,,,,N,3,,388,Cat 4
H,H,H,H,H,L,NA,H,H,H,H,H,N,50,Y,N,,,,,N,8,,1024,Cat 3
H,H,H,H,H,H,H,H,NT,NT,L,H,N,75,N,N,,N,N,,N,3,,199,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,Y,0,N,Y,,,,,N,0,,300,Cat 4
H,H,H,H,H,L,L,H,H,L,H,H,N,0,N,N,,N,N,,N,5,,129,Cat 4
H,H,L,L,NA,H,H,L,H,L,H,H,N,650,N,N,,,,,N,5,,75,Cat 5
H,L,L,NT,NA,L,L,NT,H,H,H,H,N,60,N,N,,,,,N,6,,618,Cat 3
H,H,H,P,NA,NT,NT,H,NT,NT,ST.OP,L,N,200,N,N,,,,,N,4,,99,Cat 5
H,H,H,H,P,H,H,H,L,H,L,H,N,0,N,N,,,,,N,2,,190,Cat 5
P,H,H,L,NA,L,L,L,H,L,H,L,Y,40,N,Y,,N,N,,N,2,,110,Cat 3
H,H,H,L,NA,L,L,H,H,H,H,H,N,0,N,N,,,,,N,10,,50,Cat 5
H,H,H,H,NA,L,L,H,H,L,H,H,Y,0,N,Y,,N,N,,N,0,,281,Cat 4
L,H,L,H,NA,H,H,NT,H,H,H,ST.OP,N,140,N,N,,N,N,,N,5,,196,Cat 4
H,H,H,H,H,NT,NT,NT,H,L,H,H,N,0,N,N,C,,,,N,1,,859,Cat 4
H,H,H,H,H,H,H,H,NT,H,I,H,N,0,N,N,C,N,N,,N,3,,93.1,Cat 5
L,H,L,H,NA,H,H,H,H,H,H,P,Y,0,N,Y,C,,,,N,3,,173,Cat 4
H,H,L,ST.OP,NA,H,H,NT,NT,H,H,H,Y,0,N,Y,C,,,,N,3,,1452,Cat 4
H,H,H,H,NA,H,H,NT,NT,H,H,H,Y,0,N,Y,C,,,,N,3,,130,Cat 4
H,L,L,H,NA,H,H,H,H,H,H,H,Y,0,N,Y,C,,,,N,1,,153,Cat 3
H,H,H,H,H,H,H,H,H,L,H,L,N,0,N,N,C,N,N,,N,6,,59,Cat 5
H,H,H,H,L,L,H,H,H,H,H,L,N,NA,N,N,C,,,,N,1,,285,Cat 4
H,L,L,NT,NT,L,H,NT,H,H,H,H,Y,0,N,Y,C,,,,N,1,,648,Cat 3
H,P,H,L,NA,I,I,H,NT,I,L,ST.OP,N,0,N,N,,,,,N,3,,160,Cat 4
H,H,H,H,H,H,L,H,H,H,L,H,N,0,N,N,,,,,N,3,,102,Cat 5
H,H,H,NA,P,L,L,H,H,H,H,H,Y,0,N,Y,,,,,N,5,,99,Cat 5
H,H,H,H,H,H,L,H,H,L,H,H,N,0,N,N,,,,,,3,,85,Cat 5
H,H,H,H,H,L,L,H,NT,NT,ST.OP,H,N,0,N,N,,,,,N,0,,813,Cat 4
H,NT,H,H,NA,NA,NA,NT,NT,NA,NA,NA,Y,0,N,Y,,N,N,,N,10,,146,Cat 4
H,L,H,L,L,L,L,H,H,H,H,H,Y,0,N,Y,,,,,N,12,,18,Cat 5
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,,,,N,3,,478,Cat 5
H,H,H,H,L,L,L,L,NT,H,H,H,Y,0,N,Y,,,,,N,5,,505,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,,,,N,2,,30,Cat 5
H,H,H,H,L,H,H,H,H,L,H,H,N,0,N,N,,N,N,,N,0,,260,Cat 4
L,H,H,H,H,H,H,H,NT,NT,L,H,Y,250,N,Y,,,,,N,3,,342,Cat 4
H,H,H,H,NA,L,NT,H,NT,NT,L,H,N,NA,N,N,,N,N,,N,0,,455,Cat 4
NT,H,L,L,L,H,H,H,NT,H,H,L,Y,NA,N,Y,,N,N,,N,0,,70,Cat 5
H,H,H,H,H,L,L,H,NT,H,H,H,N,NA,N,N,,N,N,,N,0,,498,Cat 5
L,H,H,L,H,L,H,H,NT,H,H,L,N,0,N,N,,,,,N,0,,272,Cat 4
P,H,H,H,H,H,H,H,NT,NT,L,L,Y,20,N,Y,,N,N,,N,,,87,Cat 5
H,H,H,H,NT,L,H,H,NT,NT,L,H,Y,NA,N,Y,,N,N,,N,8,,1104,Cat 4
H,H,H,L,H,NT,L,H,H,L,H,H,N,0,N,N,,,,,N,200,,66,Cat 5
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,Y,N,,N,800,,55,Cat 5
H,H,H,H,L,L,H,H,NT,H,H,H,N,0,Y,N,,N,N,,N,300,,150,Cat 3
H,H,H,H,P,NT,NT,H,H,L,H,H,N,0,N,N,,,,,N,1000,,240.6,Cat 4
H,ST.OP,H,H,H,H,H,H,I,NA,I,H,N,0,N,N,,N,N,,N,140,,162.96,Cat 4
H,H,H,H,H,L,L,H,NT,H,H,H,N,20,Y,N,,,,,N,0,,1,Cat 3
H,H,H,H,H,NT,NT,P,NT,H,H,H,N,0,N,N,,,,,N,180,,163,Cat 5
H,H,H,L,L,NT,NT,H,NT,H,H,H,N,0,N,N,,N,N,,N,150,,726,Cat 4
L,H,L,H,H,H,H,H,H,H,H,H,N,0,Y,N,,,,,N,0,,1,Cat 3
H,H,H,H,H,NT,NT,H,H,L,H,H,Y,NA,N,Y,,,,,N,300,,56,Cat 5
H,H,H,H,H,H,H,NT,H,L,H,H,N,0,N,N,,,,,N,60,,99,Cat 5
L,ST.OP,H,H,L,NT,NT,L,L,H,H,L,N,,N,N,,,,,N,80,,57,Cat 5
H,H,L,L,L,NT,I,H,NT,NA,NT,H,N,0,Y,N,,N,N,,N,0,,82,Cat 3
H,H,H,NA,H,NT,I,H,H,H,ST.CL,H,N,NA,N,N,,,,,N,220,,107.64,Cat 5
H,H,H,H,H,L,I,H,H,NA,H,H,Y,NA,Y,Y,,N,N,,N,280,,253.44,Cat 2
L,L,L,NT,NT,ST.OP,I,H,NT,H,H,H,N,NA,N,N,,,,,N,950,,235,Cat 3
H,H,H,NA,H,NT,NT,H,NT,NA,NA,H,Y,NT,N,Y,,N,N,,N,40,,1161.6,Cat 4
H,H,H,H,H,L,I,H,H,H,H,H,N,70,Y,N,,,,,N,200,,1285,Cat 3
H,H,H,H,H,H,I,H,H,H,H,H,N,0,N,N,,Y,,,N,300,,43.92,Cat 5
H,H,H,NA,L,L,I,H,H,H,H,H,N,0,Y,N,,,,,N,50,,16,Cat 3
L,H,H,NA,H,L,I,H,H,H,H,H,N,0,N,N,,,,,N,250,,160,Cat 5
H,P,H,NA,L,L,NT,H,H,L,H,H,N,NT,N,N,,N,N,,N,1000,,297.3,Cat 4
H,H,H,H,H,H,I,H,H,H,H,H,N,0,Y,N,,Y,,,N,300,,362,Cat 3
H,P,H,H,L,H,I,H,H,NA,H,H,N,0,N,N,,,,,N,350,,123,Cat 5
H,H,H,H,H,L,I,H,H,H,ST.OP,H,N,NA,N,N,,,,,N,300,,520,Cat 5
H,H,H,H,H,H,I,P,NT,H,H,H,N,0,Y,N,,N,N,,N,150,,360,Cat 3
H,H,H,H,H,L,I,H,H,L,H,H,N,120,N,N,,N,N,,N,180,,79.36,Cat 5
ST.OP,H,H,H,H,L,I,H,H,H,H,H,N,0,N,N,,N,N,,N,180,,54.2,Cat 5
H,H,H,H,H,NT,I,H,NT,H,H,H,N,NA,N,N,,N,N,,N,400,,0,Cat 5
H,H,H,NA,H,L,I,H,H,H,H,H,N,0,N,N,,N,N,,N,200,,65.07,Cat 5
H,H,H,NA,H,L,I,NT,H,H,H,H,N,500,Y,N,,N,N,,N,100,,281,Cat 3
H,H,H,H,H,H,I,H,H,H,H,H,N,0,Y,N,,N,N,,N,180,,386,Cat 3
L,H,H,H,H,H,I,L,H,L,H,H,N,0,Y,N,,N,N,,N,220,,1026,Cat 3
H,H,H,H,H,H,I,H,H,H,H,H,N,0,Y,N,,,,,N,150,,78,Cat 3
H,H,H,L,H,L,I,H,ST.OP,H,H,H,N,NA,N,N,,,,,N,300,,172,Cat 5
H,H,H,H,H,L,I,H,H,H,H,H,N,0,N,N,,,,,N,160,,79.66,Cat 5
H,L,H,H,H,L,L,H,NT,H,ST.OP,H,N,NA,N,N,C,N,N,,N,150,,4.95,Cat 4
H,H,H,L,H,H,H,H,I,I,I,H,Y,NA,N,Y,C,N,N,,N,150,,126,Cat 4
L,H,H,L,H,L,L,H,NT,H,ST.OP,H,N,NT,N,N,C,N,N,,N,250,,486,Cat 4
H,H,H,H,ST.OP,H,L,NT,H,H,H,H,N,0,N,N,C,,,,N,300,,421,Cat 5
L,H,H,H,H,H,H,NT,H,L,L,H,N,0,N,N,C,,,,N,680,,20,Cat 4
H,H,H,L,H,H,H,L,H,H,L,H,N,0,N,N,C,,,,N,400,,267,Cat 4
H,H,H,H,H,H,H,H,H,L,H,H,N,0,N,N,,NT,N,,N,280,,252,Cat 4
H,H,P,L,L,H,L,H,H,H,H,H,N,0,Y,N,,,,,N,400,,140,Cat 3
ST.OP,H,H,H,H,H,H,P,H,H,H,H,N,0,Y,N,,N,N,,N,1600,,256,Cat 3
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,N,N,,N,150,,50.04,Cat 5
